Book,Chapter,Verse,Content
PRO,20,25,"людинї —"
PRO,20,25,"обіту —"
PRO,20,27,"сьвічник —"
PRO,20,29,"молодих —"
PRO,20,29,"старих —"
PRO,20,30,"побоїв —"
PRO,21,4,"надутим —"
PRO,21,6,"льживим —"
PRO,21,14,"пазуху —"
PRO,21,15,"суд —"
PRO,21,17,"товщ —"
PRO,21,18,"правого —"
PRO,21,20,"мудрого —"
PRO,21,24,"лиходїй —"
PRO,21,24,"його —"
PRO,21,31,"побіда —"
PRO,22,6,", —"
PRO,22,14,"уста —"
PRO,22,20,"нераз —"
PRO,22,22,", —"
PRO,23,7,"‟ —"
PRO,23,12,"твої —"
PRO,23,13,"лозиною —"
PRO,23,20,", —"
PRO,23,27,"Блудниця —"
PRO,23,27,"колодїзь —"
PRO,24,7,"мудрість —"
PRO,24,9,"дурноти —"
PRO,24,9,"зрадник —"
PRO,24,11,"страченнє —"
PRO,24,16,"раз —"
PRO,24,22,", —"
PRO,24,22,"обох —"
PRO,24,23,"особу —"
PRO,24,31,"Дивлюсь —"
PRO,24,33,"довго —"
PRO,24,33,", —"
PRO,24,34,"твоя —"
PRO,25,2,"царів —"
PRO,25,3,"царів —"
PRO,25,20,", —"
PRO,25,27,"слави —"
PRO,25,28,"те —"
PRO,26,8,"саме —"
PRO,26,9,", —"
PRO,26,14,"легун —"
PRO,26,20,", —"
PRO,26,22,"підшепника —"
PRO,27,2,", —"
PRO,27,7,"гірке —"
PRO,27,15,"сварлива —"
PRO,27,19,"чоловіче —"
PRO,27,20,", —"
PRO,27,22,", —"
PRO,27,24,"власть —"
PRO,27,26,"козли —"
PRO,28,2,"мужом —"
PRO,28,3,", —"
PRO,28,4,", —"
PRO,28,7,", —"
PRO,28,7,", —"
PRO,28,9,"молитва —"
PRO,28,11,"багатий —"
PRO,28,16,", —"
PRO,28,17,", —"
PRO,28,18,", —"
PRO,28,20,"чоловік —"
PRO,28,24,", —"
PRO,28,25,", —"
PRO,28,26,"мудростї —"
PRO,28,27,", —"
PRO,28,28,", —"
PRO,28,28,", —"
PRO,29,2,", —"
PRO,29,4,", —"
PRO,29,6,"ледачого —"
PRO,29,6,"праведний —"
PRO,29,9,", —"
PRO,29,15,"огроза —"
PRO,29,20,"? —"
PRO,29,26,"людською —"
PRO,29,27,"праведним —"
PRO,29,27,"гидота —"
PRO,30,1,", —"
PRO,30,5,"Бога —"
PRO,30,5,"він —"
PRO,30,14,"челюстї —"
PRO,30,15,"навіть —"
PRO,30,25,", —"
PRO,30,26,", —"
PRO,30,30,", —"
PRO,31,16,"поля —"
PRO,31,21,"; —"
PRO,31,22,"пурпур —"
PRO,31,25,"краса —"
PRO,31,26,"неї —"
PRO,31,27,"хлїба —"
PRO,31,28,", —"
PRO,31,29,", —"
PRO,31,30,"принада —"
PRO,31,30,"врода —"
PRO,31,30,"жінка —"
ECC,1,2,", —"
ECC,1,14,": —"
ECC,1,18,", —"
ECC,2,1,", —"
ECC,2,6,"стави —"
ECC,2,11,", —"
ECC,2,16,", —"
ECC,2,19,"ось —"
ECC,2,26,"знов —"
ECC,3,15,", —"
ECC,4,1,"гнобителїв —"
ECC,4,2,", —"
ECC,4,3,"щаслившими —"
ECC,4,4,"се —"
ECC,4,8,"се —"
ECC,4,11,", —"
ECC,5,6,"словах —"
ECC,5,8,"країнї —"
ECC,5,9,"се —"
ECC,5,18,"се —"
ECC,6,3,", —"
ECC,6,6,", —"
ECC,6,7,"людини —"
ECC,6,10,"се —"
ECC,7,4,"мудрих —"
ECC,7,4,"дурних —"
ECC,7,6,"дурневе —"
ECC,7,7,", —"
ECC,7,11,"достатком —"
ECC,7,14,"нещасливі —"
ECC,7,25,", —"
ECC,7,26,"смерть —"
ECC,7,26,"вона —"
ECC,7,26,"руки —"
ECC,7,26,", —"
ECC,8,1,"премудрому —"
ECC,8,1,"? —"
ECC,8,2,"се —"
ECC,8,14,"се —"
ECC,8,16,", —"
ECC,9,2,"усїм —"
ECC,9,9,"бо —"
ECC,9,11,"хоробрим —"
ECC,9,11,"мудрим —"
ECC,9,11,"розумним —"
ECC,9,11,"тямущим —"
ECC,10,2,"дурного —"
ECC,10,3,", —"
ECC,10,5,"се —"
ECC,10,7,"рабів —"
ECC,10,10,", —"
ECC,10,11,"замови —"
ECC,10,12,"мудрого —"
ECC,10,13,"його —"
ECC,10,13,"його —"
ECC,10,16,"царь —"
ECC,11,8,", —"
ECC,11,10,"молодощі —"
ECC,12,5,"; —"
ECC,12,11,"мудрих —"
ECC,12,11,", —"
ECC,12,12,"книг —"
ECC,12,12,"читання —"
ECC,12,14,", —"
SNG,1,3,", —"
SNG,1,3,", —"
SNG,1,3,"; —"
SNG,1,5,", —"
SNG,1,5,", —"
SNG,1,12,"мій —"
SNG,1,13,"мене —"
SNG,1,15,"любий —"
SNG,1,15,"наша —"
SNG,1,16,"наших —"
SNG,1,16,"криша —"
SNG,2,2,"тернами —"
SNG,2,3,"лїсними —"
SNG,2,4,"мною —"
SNG,2,9,"милий —"
SNG,2,15,", —"
SNG,4,1,"тебе —"
SNG,4,2,"тебе —"
SNG,4,3,"тебе —"
SNG,4,3,"яблока —"
SNG,4,4,"твоя —"
SNG,4,4,"нїй —"
SNG,4,5,"твої —"
SNG,4,11,"твоїх —"
SNG,4,12,"сад —"
SNG,4,13,"твої —"
SNG,4,15,"саду —"
SNG,4,16,"! —"
SNG,5,1,"! —"
SNG,5,2,"мої —"
SNG,5,3,", —"
SNG,5,6,", —"
SNG,5,6,", —"
SNG,5,10,"мій —"
SNG,5,11,"його —"
SNG,5,12,"його —"
SNG,5,13,"його —"
SNG,5,13,"губи —"
SNG,5,14,"його —"
SNG,5,14,"тїло —"
SNG,5,14,"його —"
SNG,5,15,"Нозї —"
SNG,5,16,", —"
SNG,5,16,"він —"
SNG,6,3,", —"
SNG,6,5,", —"
SNG,6,6,"волос —"
SNG,6,6,"тебе —"
SNG,6,9,"бранки —"
SNG,7,1,"! —"
SNG,7,2,"стеген —"
SNG,7,3,"тебе —"
SNG,7,3,"тебе —"
SNG,7,4,"твої —"
SNG,7,5,"твоя —"
SNG,7,5,"тебе —"
SNG,7,5,"твій —"
SNG,7,6,"твоя —"
SNG,7,6,"тебе —"
SNG,7,6,"твої —"
SNG,7,8,"твій —"
SNG,7,8,"твої —"
SNG,7,9,", —"
SNG,7,10,". —"
SNG,8,6,"заздрість —"
SNG,8,6,"її —"
SNG,8,6,"вона —"
SNG,8,9,", —"
ISA,1,3,"осел —"
ISA,1,7,", —"
ISA,1,9,", —"
ISA,1,18,"прийдїть —"
ISA,1,18,", —"
ISA,1,18,"багряниця —"
ISA,1,18,", —"
ISA,1,19,", —"
ISA,1,20,", —"
ISA,1,21,"тепер —"
ISA,1,23,"твої —"
ISA,1,27,", —"
ISA,1,28,"грішникам —"
ISA,1,28,"покинув —"
ISA,1,31,"станесь —"
ISA,1,31,"його —"
ISA,2,3,"Господнє —"
ISA,2,9,"значний —"
ISA,2,12,"несеться —"
ISA,3,5,", —"
ISA,3,5,"люд —"
ISA,3,6,", —"
ISA,3,8,"їх —"
ISA,3,12,"мого —"
ISA,3,13,"суд —"
ISA,3,14,"бідного —"
ISA,3,16,", —"
ISA,3,24,"пахощів —"
ISA,3,24,"пояса —"
ISA,3,24,"волосся —"
ISA,3,24,"обгортки —"
ISA,3,24,"краси —"
ISA,3,25,"твої —"
ISA,4,1,", —"
ISA,4,2,"землї —"
ISA,4,3,", —"
ISA,5,6,", —"
ISA,5,7,"Саваота —"
ISA,5,7,"Юдине —"
ISA,5,7,", —"
ISA,5,18,"гріх —"
ISA,5,20,"добре —"
ISA,5,20,", —"
ISA,5,20,"гірке —"
ISA,5,20,"солодке —"
ISA,5,26,", —"
ISA,5,29,"його —"
ISA,5,30,"ось —"
ISA,6,5,", —"
ISA,7,8,"Дамаск —"
ISA,7,8,"Резин —"
ISA,7,9,"Самария —"
ISA,7,9,"Ремалїєнко —"
ISA,7,17,", —"
ISA,7,18,", —"
ISA,8,2,", —"
ISA,8,10,"се —"
ISA,8,11,", —"
ISA,8,13,"небесних —"
ISA,8,15,"впадуть —"
ISA,8,19,", —"
ISA,8,20,", —"
ISA,8,22,", —"
ISA,9,4,"його —"
ISA,9,6,"нам —"
ISA,9,9,"народ —"
ISA,9,10,", —"
ISA,9,10,", —"
ISA,9,15,"се —"
ISA,9,15,"се —"
ISA,9,16,"вести —"
ISA,9,21,"Манассій —"
ISA,9,21,"разом —"
ISA,10,5,"Ассур —"
ISA,10,5,"його —"
ISA,10,7,"його —"
ISA,10,18,"він —"
ISA,10,25,"малий —"
ISA,10,27,"його —"
ISA,10,33,"високі —"
ISA,11,3,", —"
ISA,11,5,"правда —"
ISA,11,6,"барс —"
ISA,11,10,", —"
ISA,12,2,"Бог —"
ISA,12,2,"бо —"
ISA,12,2,"моя —"
ISA,12,5,", —"
ISA,13,5,"неба —"
ISA,13,6,", —"
ISA,13,14,", —"
ISA,13,14,", —"
ISA,14,4,"мучителя —"
ISA,14,15,", —"
ISA,14,16,"той —"
ISA,14,16,"мовляв —"
ISA,14,19,", —"
ISA,14,22,"них —"
ISA,14,22,"Саваот —"
ISA,14,22,"нащадку —"
ISA,14,27,", —"
ISA,14,31,"бо —"
ISA,14,32,", —"
ISA,15,9,"; —"
ISA,15,9,"лихо —"
ISA,16,6,", —"
ISA,16,7,", —"
ISA,16,9,"жнив —"
ISA,17,2,", —"
ISA,17,6,"його —"
ISA,17,6,"оливок —"
ISA,17,6,", —"
ISA,17,9,"його —"
ISA,17,9,", —"
ISA,17,11,"но —"
ISA,17,13,", —"
ISA,17,14,"Ввечорі —"
ISA,17,14,"досьвіта —"
ISA,18,2,"папиросу —"
ISA,18,7,", —"
ISA,19,3,", —"
ISA,19,4,", —"
ISA,19,8,", —"
ISA,19,25,"мій —"
ISA,19,25,"моїх —"
ISA,19,25,"моя —"
ISA,20,1,", —"
ISA,20,1,", —"
ISA,20,1,", —"
ISA,20,3,", —"
ISA,20,4,"задами —"
ISA,21,5,", —"
ISA,21,5,", —"
ISA,21,7,", —"
ISA,21,16,", —"
ISA,22,2,"зворушене —"
ISA,22,2,"твої —"
ISA,22,13,"вас —"
ISA,22,13,"їжмо —"
ISA,22,13,"мовляли —"
ISA,22,16,"? —"
ISA,22,24,", —"
ISA,22,24,", —"
ISA,22,25,", —"
ISA,22,25,"Саваот —"
ISA,23,8,"його —"
ISA,23,12,", —"
ISA,23,13,"; —"
ISA,23,15,", —"
ISA,24,7,", —"
ISA,25,1,"; —"
ISA,25,2,"замки —"
ISA,25,5,", —"
ISA,25,6,", —"
ISA,25,7,", —"
ISA,26,4,"Бог —"
ISA,26,5,", —"
ISA,26,10,", —"
ISA,26,18,", —"
ISA,26,19,", —"
ISA,27,2,"його —"
ISA,27,13,", —"
ISA,28,10,"усе —"
ISA,28,13,", —"
ISA,28,15,", —"
ISA,28,16,", —"
ISA,28,17,"справедливість —"
ISA,28,20,", —"
ISA,28,22,", —"
ISA,28,27,"кмин —"
ISA,29,1,"Аріїлу —"
ISA,29,8,", —"
ISA,29,8,", —"
ISA,29,9,", —"
ISA,29,10,", —"
ISA,29,10,"ваші —"
ISA,29,11,"пророцтво —"
ISA,29,22,", —"
ISA,29,23,", —"
ISA,30,1,", —"
ISA,30,1,", —"
ISA,30,3,"Египтї —"
ISA,30,5,", —"
ISA,30,6,"горбах —"
ISA,30,7,"поміч —"
ISA,30,7,"їх —"
ISA,30,12,", —"
ISA,30,13,", —"
ISA,30,16,", —"
ISA,30,16,", —"
ISA,30,18,"Господь —"
ISA,30,19,", —"
ISA,30,19,", —"
ISA,30,22,", —"
ISA,30,26,", —"
ISA,30,28,"його —"
ISA,30,33,", —"
ISA,31,3,"Египтїї —"
ISA,31,3,"конї —"
ISA,31,5,"птахи —"
ISA,32,12,", —"
ISA,32,17,"зродить —"
ISA,33,8,"місто —"
ISA,33,11,", —"
ISA,33,11,"ваш —"
ISA,33,20,", —"
ISA,33,22,"Господь —"
ISA,33,22,"Господь —"
ISA,34,2,"його —"
ISA,34,9,"йому —"
ISA,34,12,"будуть —"
ISA,34,13,"бодяками —"
ISA,35,6,"степу —"
ISA,35,7,"прагнуща —"
ISA,35,8,", —"
ISA,35,9,"будуть —"
ISA,36,5,"думку —"
ISA,36,6,", —"
ISA,36,8,": —"
ISA,37,12,", —"
ISA,37,16,"один —"
ISA,37,21,", —"
ISA,37,24,", —"
ISA,37,27,"збіже —"
ISA,37,28,", —"
ISA,37,30,"роцї —"
ISA,37,32,"врятуєсь —"
ISA,37,34,", —"
ISA,37,35,"спасти —"
ISA,37,36,", —"
ISA,38,16,", —"
ISA,38,16,", —"
ISA,38,17,"ось —"
ISA,38,19,", —"
ISA,38,20,"Господь —"
ISA,39,6,", —"
ISA,39,8,", —"
ISA,40,6,"тїло —"
ISA,40,6,"його —"
ISA,40,7,"люде —"
ISA,40,9,", —"
ISA,40,10,"руцї —"
ISA,40,12,"вагових —"
ISA,40,15,"люде —"
ISA,40,17,"ним —"
ISA,40,22,"йому —"
ISA,40,23,"земних —"
ISA,40,24,", —"
ISA,40,25,"? —"
ISA,40,30,"знеможе —"
ISA,41,2,", —"
ISA,41,4,"Я —"
ISA,41,4,"я —"
ISA,41,8,", —"
ISA,41,10,"я —"
ISA,41,13,", —"
ISA,41,14,", —"
ISA,41,14,", —"
ISA,41,17,", —"
ISA,41,18,"суходоли —"
ISA,41,22,", —"
ISA,41,24,"ви —"
ISA,41,26,", —"
ISA,41,29,"вони —"
ISA,41,29,"порожній —"
ISA,42,7,"темряві —"
ISA,42,8,"моєю —"
ISA,42,10,"повне —"
ISA,42,16,"дороги —"
ISA,43,2,", —"
ISA,43,3,"Ізрайлїв —"
ISA,43,4,"й —"
ISA,43,10,", —"
ISA,43,10,"Господь —"
ISA,43,10,"се —"
ISA,43,11,"я —"
ISA,43,12,"я —"
ISA,43,13,"я —"
ISA,43,15,"бо —"
ISA,43,16,"водних —"
ISA,43,17,", —"
ISA,43,20,", —"
ISA,44,5,"Я —"
ISA,44,5,"Я —"
ISA,44,9,"боги —"
ISA,44,11,"містецї —"
ISA,44,21,"бо —"
ISA,44,22,", —"
ISA,44,24,"Я —"
ISA,44,25,"їх —"
ISA,45,3,", —"
ISA,45,5,"Я —"
ISA,45,6,"я —"
ISA,45,9,", —"
ISA,45,12,"я —"
ISA,45,13,", —"
ISA,45,14,", —"
ISA,45,18,", —"
ISA,45,18,"Я —"
ISA,45,21,", —"
ISA,45,21,"; —"
ISA,45,22,"я —"
ISA,45,23,": —"
ISA,45,23,", —"
ISA,45,24,"Господа —"
ISA,45,24,"казати —"
ISA,46,11,"сказав —"
ISA,46,11,"призначив —"
ISA,46,13,"Ізраїлеві —"
ISA,47,4,"наш —"
ISA,47,6,", —"
ISA,47,8,", —"
ISA,47,9,"друге —"
ISA,47,14,"; —"
ISA,48,2,", —"
ISA,48,19,"пагонцїв —"
ISA,48,19,"щезло —"
ISA,48,20,"вістїте —"
ISA,49,4,"моя —"
ISA,49,5,", —"
ISA,49,12,", —"
ISA,49,18,", —"
ISA,49,18,", —"
ISA,49,19,"спустошена —"
ISA,49,25,", —"
ISA,49,26,"я —"
ISA,50,10,", —"
ISA,50,11,", —"
ISA,51,1,", —"
ISA,51,6,"земля —"
ISA,51,11,"вічна —"
ISA,51,12,"сам —"
ISA,51,15,"Я —"
ISA,51,15,"Саваот —"
ISA,51,19,"? —"
ISA,51,22,", —"
ISA,52,5,", —"
ISA,52,8,"твоїх —"
ISA,52,14,", —"
ISA,52,14,"його —"
ISA,53,3,"Він —"
ISA,53,6,", —"
ISA,53,8,"його —"
ISA,54,1,"мужа —"
ISA,54,2,", —"
ISA,54,5,"йому —"
ISA,54,6,", —"
ISA,54,8,", —"
ISA,54,9,"менї —"
ISA,54,10,", —"
ISA,54,12,"твою —"
ISA,54,15,", —"
ISA,54,15,", —"
ISA,54,15,"тебе —"
ISA,54,16,"; —"
ISA,54,17,", —"
ISA,54,17,", —"
ISA,55,3,"; —"
ISA,55,5,"Се —"
ISA,55,8,"мислї —"
ISA,55,8,"дороги —"
ISA,55,10,", —"
ISA,55,11,", —"
ISA,55,12,"полі —"
ISA,56,4,", —"
ISA,56,6,", —"
ISA,56,10,"їх —"
ISA,56,11,"Се —"
ISA,56,11,"се —"
ISA,57,6,"вони —"
ISA,57,13,", —"
ISA,57,13,"? —"
ISA,57,19,", —"
ISA,57,20,"безбожні —"
ISA,57,21,"безбожним —"
ISA,58,3,", —"
ISA,58,5,", —"
ISA,58,6,"Ось —"
ISA,58,9,"заголосиш —"
ISA,58,10,", —"
ISA,58,14,"; —"
ISA,59,3,"палцї —"
ISA,59,5,", —"
ISA,59,5,", —"
ISA,59,6,"їх —"
ISA,59,7,", —"
ISA,59,7,"їх —"
ISA,59,9,", —"
ISA,59,10,"живими —"
ISA,59,11,", —"
ISA,59,17,"спасення —"
ISA,59,18,"своїм —"
ISA,59,18,"своїм —"
ISA,59,19,"його —"
ISA,59,19,", —"
ISA,59,20,", —"
ISA,59,20,"безбожностї —"
ISA,60,2,", —"
ISA,60,2,"поморок —"
ISA,60,3,"царі —"
ISA,60,6,"тебе —"
ISA,60,16,", —"
ISA,60,17,"залїза —"
ISA,60,17,"дерева —"
ISA,60,17,"каменя —"
ISA,60,17,"мир —"
ISA,60,17,"справедливість —"
ISA,60,18,"розбої —"
ISA,60,18,"твої —"
ISA,60,19,"місяць —"
ISA,60,19,"твій —"
ISA,60,21,", —"
ISA,60,22,"найслабшого —"
ISA,61,1,"увязненим —"
ISA,61,3,"плачу —"
ISA,61,3,"серця —"
ISA,61,9,"вони —"
ISA,61,11,", —"
ISA,62,1,"його —"
ISA,62,2,"царі —"
ISA,62,3,"вінець —"
ISA,62,4,"твою —"
ISA,62,6,", —"
ISA,62,6,"! —"
ISA,63,1,"? —"
ISA,63,1,", —"
ISA,63,2,"твої —"
ISA,63,5,"моя —"
ISA,63,8,", —"
ISA,63,11,"він —"
ISA,63,15,"? —"
ISA,63,15,"мене —"
ISA,63,16,"ти —"
ISA,63,16,", —"
ISA,64,6,"породились —"
ISA,64,6,"наша —"
ISA,64,8,", —"
ISA,64,8,"ми —"
ISA,64,9,"усї —"
ISA,65,5,"Вони —"
ISA,65,5,", —"
ISA,65,10,"Ахор —"
ISA,65,16,", —"
ISA,65,25,"змій —"
ISA,65,25,", —"
ISA,66,1,"небо —"
ISA,66,1,"земля —"
ISA,66,3,", —"
ISA,66,3,"жертву —"
ISA,66,3,", —"
ISA,66,3,"кадило —"
ISA,66,3,", —"
ISA,66,9,"? —"
ISA,66,9,", —"
ISA,66,9,"? —"
ISA,66,12,"потоком —"
ISA,66,12,", —"
ISA,66,15,"його —"
ISA,66,17,", —"
ISA,66,20,"верблюдах —"
ISA,66,20,", —"
JER,1,1,", —"
JER,2,18,"тепер —"
JER,2,19,"твоя —"
JER,2,21,", —"
JER,2,23,", —"
JER,2,24,", —"
JER,2,26,", —"
JER,2,29,", —"
JER,2,32,"княгиня —"
JER,2,32,"мене —"
JER,3,3,", —"
JER,3,8,", —"
JER,3,12,", —"
JER,3,16,", —"
JER,3,25,", —"
JER,3,25,", —"
JER,4,6,", —"
JER,4,13,"його —"
JER,4,20,"хвилину —"
JER,4,22,"безглуздий —"
JER,4,23,"землю —"
JER,4,23,", —"
JER,4,25,"Озираюсь —"
JER,4,26,"Кармель —"
JER,4,30,", —"
JER,4,31,", —"
JER,5,1,", —"
JER,5,3,"каменя —"
JER,5,7,"що —"
JER,5,8,"Вони —"
JER,5,10,"розвалюйте —"
JER,5,14,"людей —"
JER,5,16,"вони —"
JER,6,7,"лицем —"
JER,6,10,"Господнє —"
JER,6,13,"сьвященника —"
JER,6,19,", —"
JER,6,28,", —"
JER,7,13,", —"
JER,7,14,", —"
JER,7,19,", —"
JER,7,25,", —"
JER,8,10,"сьвященниками —"
JER,8,14,", —"
JER,8,15,", —"
JER,8,19,"? —"
JER,8,21,", —"
JER,9,8,"їх —"
JER,9,9,"? —"
JER,9,10,"зьвірі —"
JER,9,20,"другу —"
JER,9,24,"я —"
JER,9,26,"Ізраїля —"
JER,10,5,") —"
JER,10,8,"їх —"
JER,10,9,", —"
JER,10,9,"воно —"
JER,10,14,"ним —"
JER,10,16,"Бог —"
JER,10,16,"Ізраїль —"
JER,10,16,"йому —"
JER,11,4,", —"
JER,12,6,", —"
JER,12,10,", —"
JER,12,16,", —"
JER,13,7,"дивись —"
JER,13,14,", —"
JER,13,20,"віддане —"
JER,13,23,"пард —"
JER,13,23,"ви —"
JER,14,8,"ти —"
JER,14,9,"ти —"
JER,14,16,", —"
JER,14,18,"тут —"
JER,14,19,", —"
JER,15,2,"смерть —"
JER,15,2,"меч —"
JER,15,2,"голод —"
JER,15,2,"неволя —"
JER,15,4,"землї —"
JER,15,6,", —"
JER,15,14,", —"
JER,16,10,"? —"
JER,16,11,", —"
JER,16,21,"імя —"
JER,17,3,"твої —"
JER,17,8,"Він —"
JER,17,13,"Господи —"
JER,17,13,"живої —"
JER,17,16,", —"
JER,18,10,", —"
JER,18,15,", —"
JER,18,21,", —"
JER,19,3,", —"
JER,19,13,", —"
JER,20,1,"сьвященник —"
JER,20,1,", —"
JER,20,13,". —"
JER,20,16,", —"
JER,20,17,", —"
JER,21,6,"міста —"
JER,21,7,", —"
JER,21,13,"я —"
JER,21,13,", —"
JER,22,2,", —"
JER,22,4,"конях —"
JER,22,7,", —"
JER,22,7,", —"
JER,22,13,"свої —"
JER,22,24,", —"
JER,22,25,", —"
JER,22,26,", —"
JER,22,28,"він —"
JER,23,4,", —"
JER,23,6,"Бог —"
JER,23,9,"я —"
JER,23,10,"їх —"
JER,23,12,", —"
JER,23,14,"його —"
JER,23,29,", —"
JER,23,29,", —"
JER,23,30,", —"
JER,23,30,", —"
JER,23,31,"я —"
JER,23,32,", —"
JER,23,38,", —"
JER,24,1,"Господнїм —"
JER,24,3,", —"
JER,25,1,", —"
JER,25,3,"день —"
JER,25,3,", —"
JER,25,3,", —"
JER,25,13,", —"
JER,25,26,", —"
JER,25,33,", —"
JER,26,8,", —"
JER,26,11,", —"
JER,26,14,"се —"
JER,26,23,". —"
JER,27,8,", —"
JER,27,15,", —"
JER,28,1,", —"
JER,28,1,", —"
JER,28,5,", —"
JER,29,1,", —"
JER,29,2,", —"
JER,29,7,"гаразд —"
JER,29,9,", —"
JER,29,11,", —"
JER,29,16,", —"
JER,29,16,", —"
JER,29,18,", —"
JER,29,23,", —"
JER,29,31,", —"
JER,29,32,", —"
JER,29,32,"Господь —"
JER,31,8,", —"
JER,31,8,", —"
JER,31,9,"я —"
JER,31,9,"Ефраїм —"
JER,31,18,", —"
JER,31,19,", —"
JER,31,27,"Господь —"
JER,31,28,", —"
JER,31,31,", —"
JER,31,35,", —"
JER,31,35,", —"
JER,31,35,": —"
JER,32,1,", —"
JER,32,5,". —"
JER,32,8,"; —"
JER,32,22,", —"
JER,32,27,"я —"
JER,32,32,", —"
JER,32,36,", —"
JER,32,44,"сьвідків —"
JER,33,2,", —"
JER,33,2,", —"
JER,33,2,", —"
JER,33,5,", —"
JER,33,10,", —"
JER,33,10,", —"
JER,33,15,", —"
JER,33,16,"Господь —"
JER,34,18,", —"
JER,35,7,"лиш —"
JER,35,8,", —"
JER,35,8,", —"
JER,35,14,", —"
JER,35,15,", —"
JER,35,18,", —"
JER,35,19,", —"
JER,36,3,", —"
JER,36,14,"Варуха —"
JER,36,22,", —"
JER,36,22,"місяцї —"
JER,36,29,"? —"
JER,36,32,", —"
JER,37,7,": —"
JER,38,7,", —"
JER,38,7,", —"
JER,38,22,", —"
JER,38,25,", —"
JER,39,4,"люде —"
JER,39,16,", —"
JER,40,4,", —"
JER,40,4,", —"
JER,40,7,", —"
JER,40,8,", —"
JER,40,8,", —"
JER,40,9,", —"
JER,40,11,", —"
JER,41,2,", —"
JER,41,3,", —"
JER,41,7,", —"
JER,41,10,", —"
JER,41,10,", —"
JER,41,16,", —"
JER,42,2,", —"
JER,42,14,", —"
JER,42,19,", —"
JER,43,1,", —"
JER,43,5,", —"
JER,44,21,", —"
JER,44,23,"його —"
JER,44,27,"пильно —"
JER,44,28,", —"
JER,44,29,"справдяться —"
JER,45,1,"книгу —"
JER,45,5,"; —"
JER,46,5,", —"
JER,46,9,", —"
JER,46,11,", —"
JER,46,15,"? —"
JER,46,16,", —"
JER,46,18,", —"
JER,46,18,", —"
JER,46,20,"Египет —"
JER,46,21,", —"
JER,46,25,", —"
JER,48,13,", —"
JER,48,15,", —"
JER,48,20,"Моаб —"
JER,48,29,"Моабові —"
JER,48,39,", —"
JER,49,32,", —"
JER,49,32,", —"
JER,49,35,", —"
JER,50,3,", —"
JER,50,7,"Господом —"
JER,50,12,"народами —"
JER,50,17,"Ізраїль —"
JER,50,21,"неї —"
JER,50,27,", —"
JER,50,31,"я —"
JER,50,31,"твій —"
JER,50,43,"муки —"
JER,51,4,"поранені —"
JER,51,6,", —"
JER,51,8,", —"
JER,51,9,". —"
JER,51,11,", —"
JER,51,13,", —"
JER,51,17,", —"
JER,51,19,"Бог —"
JER,51,19,"Ізраїль —"
JER,51,19,"небесних —"
JER,51,20,"мене —"
JER,51,33,"Вавилонська —"
JER,51,35,"моє —"
JER,51,35,"моя —"
JER,51,57,", —"
JER,51,60,", —"
JER,52,1,"Хамуталь —"
JER,52,7,", —"
JER,52,12,", —"
JER,52,20,", —"
JER,52,23,"обведених —"
JER,52,29,"Навуходонозоровому —"
JER,52,34,"його —"
JER,52,34,"харчове —"
LAM,1,1,", —"
LAM,1,1,", —"
LAM,1,4,", —"
LAM,1,6,"його —"
LAM,1,16,", —"
LAM,1,18,"мої —"
LAM,1,20,"дома —"
LAM,3,10,", —"
LAM,3,25,", —"
LAM,3,47,"погибель —"
LAM,3,61,", —"
LAM,3,63,", —"
LAM,3,63,"все —"
LAM,4,2,", —"
LAM,4,20,", —"
LAM,5,2,"наші —"
LAM,5,3,"сироти —"
LAM,5,3,"наші —"
LAM,5,11,"дївчат —"
EZK,1,2,"місяця —"
EZK,1,2,"неволю —"
EZK,1,4,"я —"
EZK,1,6,"кожного —"
EZK,1,8,"них —"
EZK,1,10,": —"
EZK,1,10,"правобіч —"
EZK,1,10,"лївобіч —"
EZK,1,10,"тими —"
EZK,1,15,"ось —"
EZK,1,18,"їх —"
EZK,2,3,"отцї —"
EZK,2,4,", —"
EZK,2,5,"муть —"
EZK,2,5,"упрямий —"
EZK,2,6,", —"
EZK,2,9,"руцї —"
EZK,3,5,", —"
EZK,3,20,", —"
EZK,3,20,", —"
EZK,3,23,", —"
EZK,3,26,"бо —"
EZK,3,27,", —"
EZK,4,5,"днїв —"
EZK,4,6,"; —"
EZK,5,1,", —"
EZK,5,5,"Ось —"
EZK,5,7,", —"
EZK,5,9,", —"
EZK,5,15,", —"
EZK,5,15,", —"
EZK,6,7,"я —"
EZK,6,12,", —"
EZK,6,14,"я —"
EZK,7,2,", —"
EZK,7,3,"Оце —"
EZK,7,4,"я —"
EZK,7,9,"я —"
EZK,7,18,"голови —"
EZK,7,27,"я —"
EZK,8,2,"низ —"
EZK,8,2,"гору —"
EZK,8,5,"се —"
EZK,9,5,"сказав —"
EZK,10,9,", —"
EZK,10,12,", —"
EZK,10,13,"називано —"
EZK,10,14,"одного —"
EZK,10,14,"другого —"
EZK,10,14,"четвертого —"
EZK,10,21,"кожного —"
EZK,10,22,", —"
EZK,11,3,") —"
EZK,11,5,", —"
EZK,11,7,", —"
EZK,11,7,"місто —"
EZK,11,10,"я —"
EZK,11,12,"я —"
EZK,11,12,", —"
EZK,12,11,"Я —"
EZK,12,11,", —"
EZK,12,15,"я —"
EZK,12,16,", —"
EZK,12,20,"я —"
